title_id,person_id,profession_id
5061,3387,4
3445,3387,4
5401,3387,4
3417,3387,4
4280,3387,4
4356,3084,7
5295,3084,7
3233,3084,7
2991,3084,7
3339,3084,7
3580,3084,7
3641,3084,7
3705,3084,7
4948,3084,7
6659,3084,7
3631,3084,7
3468,3084,7
6082,3084,7
3264,3084,7
5313,3084,7
3564,3084,7
5544,3084,7
5540,3084,7
4553,3084,7
4907,3084,7
3407,3084,7
4719,3084,7
3532,3084,7
5413,3084,7
6418,3084,7
3630,3084,7
5176,3084,7
3069,3084,7
5584,3084,7
6238,3084,7
4715,3084,7
4454,3084,7
6363,3084,7
3958,3084,7
5058,3084,7
3722,3084,7
3074,3084,7
5202,3084,7
4922,3084,7
5065,3084,7
4782,3084,7
6355,3084,7
4469,3084,7
6340,3084,7
2909,3084,7
6046,3084,7
5079,3084,7
5517,3084,7
6298,3084,7
3285,3084,7
3479,3084,7
6544,3084,7
4080,3084,7
4444,3084,7
4014,3084,7
6367,3084,7
5580,3084,7
2990,3084,7
3387,3084,7
2895,3084,7
6511,3084,7
5350,3084,7
6608,3084,7
4567,3084,7
3962,3084,7
5595,3084,7
3609,3084,7
3436,3084,7
4686,3084,7
3290,3084,7
6372,3084,7
6323,3084,7
6137,3084,7
3946,3084,7
5376,3084,7
5221,3084,7
6596,3084,7
5281,3084,7
4891,3084,7
3358,3084,7
4930,3084,7
5120,3084,7
6723,3084,7
3160,3084,7
5515,3084,7
2960,3084,7
4956,3084,7
3876,3084,7
6605,3084,7
5168,3084,7
4916,3084,7
2984,3084,7
4947,3084,7
5182,3084,7
3918,3084,7
3600,3084,7
3151,3084,7
2772,3084,7
3931,3084,7
3134,3084,7
4937,3084,7
4504,3084,7
3608,3084,7
6025,3084,7
4111,3084,7
4625,3084,7
4298,3084,7
3625,3084,7
6633,3084,7
6075,3084,7
5162,3084,7
6031,3084,7
2724,3084,7
2872,3084,7
4217,3084,7
6457,3084,7
4425,3084,7
3128,3084,7
6118,3084,7
2861,3084,7
6362,3084,7
4967,3084,7
5094,3084,7
4446,3084,7
4974,3084,7
6314,3084,7
3152,3084,7
6126,3084,7
3933,3084,7
4664,3084,7
3885,3084,7
3636,3084,7
6159,3084,7
3131,3084,7
3691,3084,7
4073,3084,7
3492,3084,7
4096,3084,7
3535,3084,7
6598,3084,7
4143,3084,7
6277,3084,7
4659,3084,7
5577,3084,7
3638,3084,7
6158,3084,7
4677,3084,7
5973,3084,7
4939,3084,7
4028,3084,7
6366,3084,7
3355,3084,7
5177,3084,7
5301,3084,7
6256,3084,7
4024,3084,7
2773,3084,7
5280,3084,7
4087,3084,7
6609,3084,7
2788,3084,7
5383,3084,7
2997,3084,7
6011,3084,7
6293,3084,7
5103,3084,7
6264,3084,7
3265,3084,7
3805,3084,7
4929,3084,7
3356,3084,7
3226,3084,7
6054,3084,7
4657,3084,7
5542,3084,7
3509,3084,7
4938,3084,7
6317,3084,7
3846,3084,7
6162,3084,7
6354,3084,7
3237,3084,7
3614,3084,7
6431,3084,7
6766,3084,7
5987,3084,7
6412,3084,7
4761,3084,7
5549,3084,7
3000,3084,7
5054,3084,7
3786,3084,7
4133,3084,7
6087,3084,7
4871,3084,7
2769,3084,7
4377,3084,7
5957,3084,7
5594,3084,7
4226,3084,7
5590,3084,7
6364,3084,7
2702,3084,7
6430,3084,7
6473,3084,7
4344,3084,7
4284,3084,7
5416,3084,7
6592,3084,7
3477,3084,7
5238,3084,7
5116,3084,7
4270,3084,7
5113,3084,7
3366,3084,7
4844,3084,7
3035,3084,7
3719,3084,7
6767,3084,7
6252,3084,7
3050,3084,7
5066,3084,7
3418,3084,7
6422,3084,7
4568,3084,7
4875,3084,7
6504,3084,7
4717,3084,7
3654,3084,7
4302,3084,7
4499,3084,7
6688,3084,7
6110,3084,7
5428,3084,7
5329,3084,7
3021,3084,7
3562,3084,7
3776,3084,7
5259,3084,7
5059,3084,7
6571,3084,7
6775,3084,7
3610,3084,7
4437,3084,7
5348,3084,7
6029,3084,7
5600,3084,7
6193,3084,7
5969,3084,7
6651,3084,7
5951,3084,7
4764,3084,7
3278,3084,7
4655,3084,7
3906,3084,7
3135,3084,7
6008,3084,7
4319,3084,7
2896,3084,7
3246,3084,7
3861,3084,7
4973,3084,7
6489,3084,7
5302,3084,7
4966,3084,7
4261,3084,7
5381,3084,7
5534,3084,7
4221,3084,7
4874,3084,7
3767,3084,7
2703,3084,7
6447,3084,7
3725,3084,7
3181,3084,7
6190,3084,7
4283,3084,7
5115,3084,7
5006,3084,7
3077,3084,7
6542,3084,7
5587,3084,7
4289,3084,7
5077,3084,7
4332,3084,7
3898,3084,7
6706,3084,7
4220,3084,7
6389,3084,7
3939,3084,7
2799,3084,7
5037,3084,7
6656,3084,7
3766,3084,7
3623,3084,7
4277,3084,7
5334,3084,7
2848,3084,7
4810,3084,7
4101,3084,7
2832,3084,7
5411,3084,7
4551,3084,7
6212,3084,7
5557,3084,7
3364,3084,7
4618,3084,7
3500,3084,7
3569,3084,7
3726,3084,7
4225,3084,7
3061,3084,7
4534,3084,7
4169,3084,7
4970,3084,7
5509,3084,7
4651,3084,7
6233,3084,7
3159,3084,7
2744,3084,7
5407,3084,7
5107,3084,7
5039,3084,7
5166,3084,7
6304,3084,7
3972,3084,7
3313,3084,7
4611,3084,7
5598,3084,7
3037,3084,7
5382,3084,7
5121,3084,7
5167,3084,7
4558,3084,7
5586,3084,7
2913,3084,7
5143,3084,7
5169,3084,7
5237,3084,7
3880,3084,7
2827,3084,7
4932,3084,7
6574,3084,7
3286,3084,7
4605,3084,7
3498,3084,7
4132,3084,7
4002,3084,7
2957,3084,7
2842,3084,7
3516,3084,7
4713,3084,7
3731,3084,7
3004,3084,7
3401,3084,7
6397,3084,7
2969,3084,7
6073,3084,7
6569,3084,7
2886,3084,7
3195,3084,7
5454,3084,7
2743,3084,7
6295,3084,7
4097,3084,7
6778,3084,7
4708,3084,7
5155,3084,7
4870,3084,7
5174,3084,7
6476,3084,7
3321,3084,7
4904,3084,7
5335,3084,7
4376,3084,7
5344,3084,7
4416,3084,7
6642,3084,7
3701,3084,7
3749,3084,7
3314,3084,7
4451,3084,7
3363,3084,7
5991,3084,7
3347,3084,7
6780,3084,7
4727,3084,7
4849,3084,7
4588,3084,7
2959,3084,7
5361,3084,7
6273,3084,7
6697,3084,7
3734,3084,7
2876,3084,7
5591,3084,7
4311,3084,7
6036,3084,7
4081,3084,7
3635,3084,7
6727,3084,7
3204,3084,7
5150,3084,7
4410,3084,7
3922,3084,7
6579,3084,7
4453,3084,7
5380,3084,7
3579,3084,7
6368,3084,7
3389,3084,7
4213,3084,7
6310,3084,7
5076,3084,7
4257,3084,7
5241,3084,7
6451,3084,7
4912,3084,7
6783,3084,7
3215,3084,7
3414,3084,7
3877,3084,7
4736,3084,7
4448,3084,7
4735,3084,7
6528,3084,7
4915,3084,7
2985,3084,7
5986,3084,7
2810,3084,7
6057,3084,7
6769,3084,7
4338,3084,7
2974,3084,7
3342,3084,7
4003,3084,7
5262,3084,7
4480,3084,7
6286,3084,7
4933,3084,7
5015,3084,7
3108,3084,7
4645,3084,7
6736,3084,7
3969,3084,7
6300,3084,7
3065,3084,7
5139,3084,7
6512,3084,7
3571,3084,7
3376,3084,7
5588,3084,7
3959,3084,7
6067,3084,7
3231,3084,7
4765,3084,7
5325,3084,7
4174,3084,7
6708,3084,7
3161,3084,7
5386,3084,7
6219,3084,7
6123,3084,7
2870,3084,7
5248,3084,7
4349,3084,7
2902,3084,7
4443,3084,7
5252,3084,7
2821,3084,7
4928,3084,7
5547,3084,7
3123,3084,7
4694,3084,7
3960,3084,7
3815,3084,7
4526,3084,7
5548,3084,7
4728,3084,7
5277,3084,7
5294,3084,7
3987,3084,7
5158,3084,7
5071,3084,7
3789,3084,7
6111,3084,7
5192,3084,7
3373,3084,7
5191,3084,7
4012,3084,7
3930,3084,7
6138,3084,7
6460,3084,7
2982,3084,7
4968,3084,7
6615,3084,7
5425,3084,7
6069,3084,7
6668,3084,7
2968,3084,7
6094,3084,7
4006,3084,7
5123,3084,7
4450,3084,7
6394,3084,7
2764,3084,7
5995,3084,7
3016,3084,7
6332,3084,7
3460,3084,7
4471,3084,7
4064,3084,7
4160,3084,7
4523,3084,7
6165,3084,7
5978,3084,7
6187,3084,7
6381,3084,7
4084,3084,7
6150,3084,7
5360,3084,7
4958,3084,7
5528,3084,7
4013,3084,7
5047,3084,7
6498,3084,7
4109,3084,7
4707,3084,7
5316,3084,7
4072,3084,7
3997,3084,7
3570,3084,7
3199,3084,7
4419,3084,7
4212,3084,7
4889,3084,7
6616,3084,7
4957,3084,7
4292,3084,7
6676,3084,7
2928,3084,7
5432,3084,7
6774,3084,7
5163,3084,7
3865,3084,7
3870,3084,7
6595,3084,7
6346,3084,7
3060,3084,7
5072,3084,7
3036,3084,7
6497,3084,7
6545,3084,7
4470,3084,7
3775,3084,7
3508,3084,7
4005,3084,7
6771,3084,7
2839,3084,7
4721,3084,7
5101,3084,7
6744,3084,7
6186,3084,7
2845,3084,7
5378,3084,7
5472,3084,7
3668,3084,7
3622,3084,7
3695,3084,7
5379,3084,7
3586,3084,7
4166,3084,7
4366,3084,7
2808,3084,7
2956,3084,7
6168,3084,7
5317,3084,7
6715,3084,7
5579,3084,7
3002,3084,7
3897,3084,7
5322,3084,7
5593,3084,7
4619,3084,7
3419,3084,7
4743,3084,7
6333,3084,7
6600,3084,7
3302,3084,7
6647,3084,7
3542,3084,7
3550,3084,7
3510,3084,7
6701,3084,7
3752,3084,7
4291,3084,7
6278,3084,7
6408,3084,7
3760,3084,7
2972,3084,7
3221,3084,7
6581,3084,7
2781,3084,7
6782,3084,7
4772,3084,7
3938,3084,7
3133,3084,7
3432,3084,7
4068,3084,7
3227,3084,7
5967,3084,7
3527,3084,7
3565,3084,7
4439,3084,7
2958,3084,7
3751,3084,7
3073,3084,7
3601,3084,7
5253,3084,7
6543,3084,7
6230,3084,7
3502,3084,7
4712,3084,7
3306,3084,7
5965,3084,7
4374,3084,7
5385,3084,7
5954,3084,7
5298,3084,7
3362,3084,7
4000,3084,7
2937,3084,7
6306,3084,7
2943,3084,7
6200,3084,7
6721,3084,7
6606,3084,7
4438,3084,7
3200,3084,7
3639,3084,7
4356,15591,1
5295,15591,1
3233,15591,1
2991,15591,1
3339,15591,1
3580,15591,1
3641,15591,1
3705,15591,1
4948,15591,1
6659,15591,1
3631,15591,1
3468,15591,1
6082,15591,1
3264,15591,1
5313,15591,1
3564,15591,1
5544,15591,1
5540,15591,1
4553,15591,1
4907,15591,1
3407,15591,1
4719,15591,1
3532,15591,1
5413,15591,1
6418,15591,1
3630,15591,1
5176,15591,1
3069,15591,1
5584,15591,1
6238,15591,1
4715,15591,1
4454,15591,1
6363,15591,1
3958,15591,1
5058,15591,1
3722,15591,1
3074,15591,1
5202,15591,1
4922,15591,1
5065,15591,1
4782,15591,1
6355,15591,1
4469,15591,1
6340,15591,1
2909,15591,1
6046,15591,1
5079,15591,1
5517,15591,1
6298,15591,1
3285,15591,1
3479,15591,1
6544,15591,1
4080,15591,1
4444,15591,1
4014,15591,1
6367,15591,1
5580,15591,1
2990,15591,1
3387,15591,1
2895,15591,1
6511,15591,1
5350,15591,1
6608,15591,1
4567,15591,1
3962,15591,1
5595,15591,1
3609,15591,1
3436,15591,1
4686,15591,1
3290,15591,1
6372,15591,1
6323,15591,1
6137,15591,1
3946,15591,1
5376,15591,1
5221,15591,1
6596,15591,1
5281,15591,1
4891,15591,1
3358,15591,1
4930,15591,1
5120,15591,1
6723,15591,1
3160,15591,1
5515,15591,1
2960,15591,1
4956,15591,1
3876,15591,1
6605,15591,1
5168,15591,1
4916,15591,1
2984,15591,1
4947,15591,1
5182,15591,1
3918,15591,1
3600,15591,1
3151,15591,1
2772,15591,1
3931,15591,1
3134,15591,1
4937,15591,1
4504,15591,1
3608,15591,1
6025,15591,1
4111,15591,1
4625,15591,1
4298,15591,1
3625,15591,1
6633,15591,1
6075,15591,1
5162,15591,1
6031,15591,1
2724,15591,1
2872,15591,1
4217,15591,1
6457,15591,1
4425,15591,1
3128,15591,1
6118,15591,1
2861,15591,1
6362,15591,1
4967,15591,1
5094,15591,1
4446,15591,1
4974,15591,1
6314,15591,1
3152,15591,1
6126,15591,1
3933,15591,1
4664,15591,1
3885,15591,1
3636,15591,1
6159,15591,1
3131,15591,1
3691,15591,1
4073,15591,1
3492,15591,1
4096,15591,1
3535,15591,1
6598,15591,1
4143,15591,1
6277,15591,1
4659,15591,1
5577,15591,1
3638,15591,1
6158,15591,1
4677,15591,1
5973,15591,1
4939,15591,1
4028,15591,1
6366,15591,1
3355,15591,1
5177,15591,1
5301,15591,1
6256,15591,1
4024,15591,1
2773,15591,1
5280,15591,1
4087,15591,1
6609,15591,1
2788,15591,1
5383,15591,1
2997,15591,1
6011,15591,1
6293,15591,1
5103,15591,1
6264,15591,1
3265,15591,1
3805,15591,1
4929,15591,1
3356,15591,1
3226,15591,1
6054,15591,1
4657,15591,1
5542,15591,1
3509,15591,1
4938,15591,1
6317,15591,1
3846,15591,1
6162,15591,1
6354,15591,1
3237,15591,1
3614,15591,1
6431,15591,1
6766,15591,1
5987,15591,1
6412,15591,1
4761,15591,1
5549,15591,1
3000,15591,1
5054,15591,1
3786,15591,1
4133,15591,1
6087,15591,1
4871,15591,1
2769,15591,1
4377,15591,1
5957,15591,1
5594,15591,1
4226,15591,1
5590,15591,1
6364,15591,1
2702,15591,1
6430,15591,1
6473,15591,1
4344,15591,1
4284,15591,1
5416,15591,1
6592,15591,1
3477,15591,1
5238,15591,1
5116,15591,1
4270,15591,1
5113,15591,1
3366,15591,1
4844,15591,1
3035,15591,1
3719,15591,1
6767,15591,1
6252,15591,1
3050,15591,1
5066,15591,1
3418,15591,1
6422,15591,1
4568,15591,1
4875,15591,1
6504,15591,1
4717,15591,1
3654,15591,1
4302,15591,1
4499,15591,1
6688,15591,1
6110,15591,1
5428,15591,1
5329,15591,1
3021,15591,1
3562,15591,1
3776,15591,1
5259,15591,1
5059,15591,1
6571,15591,1
6775,15591,1
3610,15591,1
4437,15591,1
5348,15591,1
6029,15591,1
5600,15591,1
6193,15591,1
5969,15591,1
6651,15591,1
5951,15591,1
4764,15591,1
3278,15591,1
4655,15591,1
3906,15591,1
3135,15591,1
6008,15591,1
4319,15591,1
2896,15591,1
3246,15591,1
3861,15591,1
4973,15591,1
6489,15591,1
5302,15591,1
4966,15591,1
4261,15591,1
5381,15591,1
5534,15591,1
4221,15591,1
4874,15591,1
3767,15591,1
2703,15591,1
6447,15591,1
3725,15591,1
3181,15591,1
6190,15591,1
4283,15591,1
5115,15591,1
5006,15591,1
3077,15591,1
6542,15591,1
5587,15591,1
4289,15591,1
5077,15591,1
4332,15591,1
3898,15591,1
6706,15591,1
4220,15591,1
6389,15591,1
3939,15591,1
2799,15591,1
5037,15591,1
6656,15591,1
3766,15591,1
3623,15591,1
4277,15591,1
5334,15591,1
2848,15591,1
4810,15591,1
4101,15591,1
2832,15591,1
5411,15591,1
4551,15591,1
6212,15591,1
5557,15591,1
3364,15591,1
4618,15591,1
3500,15591,1
3569,15591,1
3726,15591,1
4225,15591,1
3061,15591,1
4534,15591,1
4169,15591,1
4970,15591,1
5509,15591,1
4651,15591,1
6233,15591,1
3159,15591,1
2744,15591,1
5407,15591,1
5107,15591,1
5039,15591,1
5166,15591,1
6304,15591,1
3972,15591,1
3313,15591,1
4611,15591,1
5598,15591,1
3037,15591,1
5382,15591,1
5121,15591,1
5167,15591,1
4558,15591,1
5586,15591,1
2913,15591,1
5143,15591,1
5169,15591,1
5237,15591,1
3880,15591,1
2827,15591,1
4932,15591,1
6574,15591,1
3286,15591,1
4605,15591,1
3498,15591,1
4132,15591,1
4002,15591,1
2957,15591,1
2842,15591,1
3516,15591,1
4713,15591,1
3731,15591,1
3004,15591,1
3401,15591,1
6397,15591,1
2969,15591,1
6073,15591,1
6569,15591,1
2886,15591,1
3195,15591,1
5454,15591,1
2743,15591,1
6295,15591,1
4097,15591,1
6778,15591,1
4708,15591,1
5155,15591,1
4870,15591,1
5174,15591,1
6476,15591,1
3321,15591,1
4904,15591,1
5335,15591,1
4376,15591,1
5344,15591,1
4416,15591,1
6642,15591,1
3701,15591,1
3749,15591,1
3314,15591,1
4451,15591,1
3363,15591,1
5991,15591,1
3347,15591,1
6780,15591,1
4727,15591,1
4849,15591,1
4588,15591,1
2959,15591,1
5361,15591,1
6273,15591,1
6697,15591,1
3734,15591,1
2876,15591,1
5591,15591,1
4311,15591,1
6036,15591,1
4081,15591,1
3635,15591,1
6727,15591,1
3204,15591,1
5150,15591,1
4410,15591,1
3922,15591,1
6579,15591,1
4453,15591,1
5380,15591,1
3579,15591,1
6368,15591,1
3389,15591,1
4213,15591,1
6310,15591,1
5076,15591,1
4257,15591,1
5241,15591,1
6451,15591,1
4912,15591,1
6783,15591,1
3215,15591,1
3414,15591,1
3877,15591,1
4736,15591,1
4448,15591,1
4735,15591,1
6528,15591,1
4915,15591,1
2985,15591,1
5986,15591,1
2810,15591,1
6057,15591,1
6769,15591,1
4338,15591,1
2974,15591,1
3342,15591,1
4003,15591,1
5262,15591,1
4480,15591,1
6286,15591,1
4933,15591,1
5015,15591,1
3108,15591,1
4645,15591,1
6736,15591,1
3969,15591,1
6300,15591,1
3065,15591,1
5139,15591,1
6512,15591,1
3571,15591,1
3376,15591,1
5588,15591,1
3959,15591,1
6067,15591,1
3231,15591,1
4765,15591,1
5325,15591,1
4174,15591,1
6708,15591,1
3161,15591,1
5386,15591,1
6219,15591,1
6123,15591,1
2870,15591,1
5248,15591,1
4349,15591,1
2902,15591,1
4443,15591,1
5252,15591,1
2821,15591,1
4928,15591,1
5547,15591,1
3123,15591,1
4694,15591,1
3960,15591,1
